timestamp	phase	step	addend1	operator	addend2	target	predicted	confidence	used_finger_counting	loss	confidence_criterion	learning_rate	finger_phase
2025-08-08 20:47:27.710	finger_counting	0	1	->		2	11	0.0004	True	2.558659	0.900	0.005000	phase2_add
2025-08-08 20:47:27.710	finger_counting	1	2	->		3	11	0.0004	True	2.522710	0.900	0.005000	phase2_add
2025-08-08 20:47:27.710	finger_counting	2	1	->		2	11	0.0004	True	2.551827	0.900	0.005000	phase3_verify
2025-08-08 20:47:27.710	finger_counting	3	2	->		3	11	0.0004	True	2.515824	0.900	0.005000	phase3_verify
2025-08-08 20:47:27.711	finger_counting	4	1	->		2	11	0.0004	True	2.545020	0.900	0.005000	phase1_setup
2025-08-08 20:47:27.711	finger_counting	5	2	->		3	11	0.0003	True	2.508960	0.900	0.005000	phase2_add
2025-08-08 20:47:27.711	finger_counting	6	3	->		4	11	0.0002	True	2.487267	0.900	0.005000	phase2_add
2025-08-08 20:47:27.711	finger_counting	7	1	->		2	11	0.0004	True	2.538633	0.900	0.005000	phase3_verify
2025-08-08 20:47:27.711	finger_counting	8	2	->		3	11	0.0003	True	2.502610	0.900	0.005000	phase3_verify
2025-08-08 20:47:27.712	finger_counting	9	3	->		4	11	0.0002	True	2.480955	0.900	0.005000	phase3_verify
2025-08-08 20:47:27.713	finger_counting	10	1	->		2	11	0.0003	True	2.532296	0.900	0.005000	phase1_setup
2025-08-08 20:47:27.713	finger_counting	11	2	->		3	11	0.0003	True	2.496286	0.900	0.005000	phase1_setup
2025-08-08 20:47:27.713	finger_counting	12	3	->		4	11	0.0002	True	2.474846	0.900	0.005000	phase2_add
2025-08-08 20:47:27.713	finger_counting	13	4	->		5	11	0.0001	True	2.457153	0.900	0.005000	phase2_add
2025-08-08 20:47:27.714	finger_counting	14	1	->		2	11	0.0003	True	2.526764	0.900	0.005000	phase3_verify
2025-08-08 20:47:27.714	finger_counting	15	2	->		3	11	0.0003	True	2.490704	0.900	0.005000	phase3_verify
2025-08-08 20:47:27.715	finger_counting	16	3	->		4	11	0.0002	True	2.469242	0.900	0.005000	phase3_verify
2025-08-08 20:47:27.715	finger_counting	17	4	->		5	11	0.0001	True	2.452206	0.900	0.005000	phase3_verify
2025-08-08 20:47:27.715	finger_counting	18	1	->		2	11	0.0003	True	2.521259	0.900	0.005000	phase1_setup
2025-08-08 20:47:27.715	finger_counting	19	2	->		3	11	0.0004	True	2.485144	0.900	0.005000	phase1_setup
2025-08-08 20:47:27.716	finger_counting	20	3	->		4	11	0.0002	True	2.463657	0.900	0.005000	phase1_setup
2025-08-08 20:47:27.716	finger_counting	21	4	->		5	11	0.0001	True	2.447274	0.900	0.005000	phase2_add
2025-08-08 20:47:27.716	finger_counting	22	1	->		2	11	0.0003	True	2.515781	0.900	0.005000	phase3_verify
2025-08-08 20:47:27.716	finger_counting	23	2	->		3	11	0.0004	True	2.479605	0.900	0.005000	phase3_verify
2025-08-08 20:47:27.717	finger_counting	24	3	->		4	11	0.0002	True	2.458090	0.900	0.005000	phase3_verify
2025-08-08 20:47:27.717	finger_counting	25	4	->		5	11	0.0001	True	2.442355	0.900	0.005000	phase3_verify
2025-08-08 20:47:27.717	finger_counting	26	1	->		2	11	0.0003	True	2.510329	0.900	0.005000	phase1_setup
2025-08-08 20:47:27.717	finger_counting	27	2	->		3	11	0.0004	True	2.474086	0.900	0.005000	phase1_setup
2025-08-08 20:47:27.717	finger_counting	28	3	->		4	11	0.0002	True	2.452627	0.900	0.005000	phase1_setup
2025-08-08 20:47:27.718	finger_counting	29	4	->		5	5	0.0002	True	2.437701	0.900	0.005000	phase1_setup
2025-08-08 20:47:27.718	finger_counting	30	1	->		2	11	0.0003	True	2.504903	0.900	0.005000	phase3_verify
2025-08-08 20:47:27.718	finger_counting	31	2	->		3	5	0.0004	True	2.468544	0.900	0.005000	phase3_verify
2025-08-08 20:47:27.718	finger_counting	32	3	->		4	11	0.0003	True	2.447493	0.900	0.005000	phase3_verify
2025-08-08 20:47:27.718	finger_counting	33	4	->		5	5	0.0002	True	2.433134	0.900	0.005000	phase3_verify
2025-08-08 20:47:27.719	continuous	34	2	->		3	5	0.0005	True	2.462448	0.900	0.005000	
2025-08-08 20:47:27.719	continuous	35	2	->		3	5	0.0005	True	2.455161	0.900	0.005000	
2025-08-08 20:47:27.719	continuous	36	1	->	2	3	11	0.0007	True	2.440568	0.900	0.004999	
2025-08-08 20:47:27.719	continuous	37	1	->		2	11	0.0003	True	2.501479	0.900	0.004999	
2025-08-08 20:47:27.719	continuous	38	2	->		3	5	0.0005	True	2.442457	0.900	0.004998	
2025-08-08 20:47:27.719	continuous	39	1	->		2	11	0.0003	True	2.495104	0.900	0.004998	
2025-08-08 20:47:27.720	continuous	40	2	->		3	5	0.0005	True	2.435794	0.899	0.004997	
2025-08-08 20:47:27.720	continuous	41	1	->		2	11	0.0003	True	2.488752	0.899	0.004997	
2025-08-08 20:47:27.720	continuous	42	1	->	2	3	11	0.0007	True	2.422572	0.899	0.004996	
2025-08-08 20:47:27.720	continuous	43	2	->		3	3	0.0005	True	2.423171	0.899	0.004996	
2025-08-08 20:47:27.720	continuous	44	2	->		3	3	0.0005	True	2.415957	0.899	0.004995	
2025-08-08 20:47:27.720	continuous	45	1	->	2	3	11	0.0007	True	2.402317	0.899	0.004995	
2025-08-08 20:47:27.721	continuous	46	2	->		3	3	0.0006	True	2.403045	0.899	0.004994	
2025-08-08 20:47:27.721	continuous	47	2	->		3	3	0.0006	True	2.395861	0.899	0.004994	
2025-08-08 20:47:27.721	continuous	48	2	->		3	3	0.0006	True	2.388686	0.899	0.004993	
2025-08-08 20:47:27.721	continuous	49	1	->		2	3	0.0004	True	2.486579	0.899	0.004993	
2025-08-08 20:47:27.721	continuous	50	1	->		2	3	0.0004	True	2.479670	0.899	0.004992	
2025-08-08 20:47:27.721	continuous	51	2	->	3	4	3	0.0005	True	2.465635	0.898	0.004992	
2025-08-08 20:47:27.721	continuous	52	2	->		3	3	0.0007	True	2.383600	0.898	0.004991	
2025-08-08 20:47:27.722	continuous	53	1	->	2	3	11	0.0009	True	2.373796	0.898	0.004991	
2025-08-08 20:47:27.722	continuous	54	1	->	2	3	3	0.0009	True	2.365737	0.898	0.004990	
2025-08-08 20:47:27.722	continuous	55	1	->	2	3	3	0.0010	True	2.357689	0.898	0.004990	
2025-08-08 20:47:27.722	continuous	56	1	->	2	3	3	0.0010	True	2.349652	0.898	0.004989	
2025-08-08 20:47:27.722	continuous	57	2	->		3	3	0.0008	True	2.353796	0.898	0.004989	
2025-08-08 20:47:27.722	continuous	58	1	->	2	3	3	0.0011	True	2.335980	0.898	0.004988	
2025-08-08 20:47:27.723	continuous	59	1	->	2	3	3	0.0011	True	2.327971	0.898	0.004988	
2025-08-08 20:47:27.723	continuous	60	1	->		2	3	0.0006	True	2.480216	0.898	0.004987	
2025-08-08 20:47:27.723	continuous	61	1	->	2	3	3	0.0012	True	2.320895	0.898	0.004987	
2025-08-08 20:47:27.723	continuous	62	2	->		3	3	0.0010	True	2.330428	0.897	0.004986	
2025-08-08 20:47:27.723	continuous	63	1	->		2	3	0.0006	True	2.474872	0.897	0.004986	
2025-08-08 20:47:27.723	continuous	64	1	->		2	3	0.0006	True	2.467983	0.897	0.004985	
2025-08-08 20:47:27.723	continuous	65	1	->	2	3	3	0.0013	True	2.309352	0.897	0.004985	
2025-08-08 20:47:27.724	continuous	66	2	->		3	3	0.0010	True	2.318960	0.897	0.004984	
2025-08-08 20:47:27.724	continuous	67	1	->	2	3	3	0.0014	True	2.295869	0.897	0.004984	
2025-08-08 20:47:27.724	continuous	68	2	->		3	3	0.0011	True	2.306329	0.897	0.004983	
2025-08-08 20:47:27.724	continuous	69	2	->		3	3	0.0012	True	2.299273	0.897	0.004983	
2025-08-08 20:47:27.724	continuous	70	2	->		3	3	0.0013	True	2.292225	0.897	0.004982	
2025-08-08 20:47:27.724	continuous	71	1	->		2	3	0.0008	True	2.465813	0.897	0.004982	
2025-08-08 20:47:27.724	continuous	72	1	->		2	3	0.0008	True	2.459042	0.897	0.004981	
2025-08-08 20:47:27.725	continuous	73	1	->		2	3	0.0008	True	2.452286	0.896	0.004981	
2025-08-08 20:47:27.725	continuous	74	1	->		2	3	0.0008	True	2.445544	0.896	0.004980	
2025-08-08 20:47:27.725	continuous	75	2	->		3	3	0.0013	True	2.287800	0.896	0.004980	
2025-08-08 20:47:27.725	continuous	76	1	->	2	3	3	0.0017	True	2.270150	0.896	0.004979	
2025-08-08 20:47:27.725	continuous	77	1	->	2	3	3	0.0018	True	2.262283	0.896	0.004979	
2025-08-08 20:47:27.725	continuous	78	1	->		2	3	0.0010	True	2.442051	0.896	0.004978	
2025-08-08 20:47:27.726	continuous	79	2	->		3	3	0.0015	True	2.270521	0.896	0.004978	
2025-08-08 20:47:27.726	continuous	80	1	->	2	3	3	0.0019	True	2.250194	0.896	0.004977	
2025-08-08 20:47:27.726	continuous	81	2	->		3	3	0.0016	True	2.257986	0.896	0.004977	
2025-08-08 20:47:27.726	continuous	82	2	->		3	3	0.0017	True	2.250984	0.896	0.004976	
2025-08-08 20:47:27.726	continuous	83	1	->	2	3	3	0.0021	True	2.231316	0.896	0.004976	
2025-08-08 20:47:27.726	continuous	84	2	->		3	3	0.0019	True	2.238478	0.896	0.004975	
2025-08-08 20:47:27.727	continuous	85	1	->	2	3	3	0.0023	True	2.217982	0.895	0.004975	
