timestamp	phase	step	addend1	operator	addend2	target	predicted	confidence	used_finger_counting	loss	confidence_criterion	learning_rate
2025-08-07 07:22:37.381	continuous	0	2	->		3	11	0.0004	True	2.475954	0.900	0.020000
2025-08-07 07:22:37.382	continuous	1	1	->		2	9	0.0016	True	2.535793	0.900	0.019998
2025-08-07 07:22:37.382	continuous	2	1	->	2	3	3	0.0023	True	2.332797	0.900	0.019996
2025-08-07 07:22:37.382	continuous	3	2	->		3	3	0.0006	True	2.398771	0.900	0.019994
2025-08-07 07:22:37.382	continuous	4	2	->		3	3	0.0008	True	2.353127	0.900	0.019992
2025-08-07 07:22:37.383	continuous	5	1	->		2	3	0.0023	True	2.493569	0.900	0.019990
2025-08-07 07:22:37.383	continuous	6	2	->		3	3	0.0011	True	2.313601	0.899	0.019988
2025-08-07 07:22:37.383	continuous	7	2	->		3	3	0.0015	True	2.271206	0.899	0.019986
2025-08-07 07:22:37.383	continuous	8	1	->		2	3	0.0029	True	2.444776	0.899	0.019984
2025-08-07 07:22:37.383	continuous	9	2	->		3	3	0.0020	True	2.235670	0.899	0.019982
2025-08-07 07:22:37.384	continuous	10	2	->		3	3	0.0026	True	2.195422	0.899	0.019980
2025-08-07 07:22:37.384	continuous	11	1	->		2	3	0.0039	True	2.397186	0.899	0.019978
2025-08-07 07:22:37.384	continuous	12	1	->		2	3	0.0041	True	2.339561	0.899	0.019976
2025-08-07 07:22:37.384	continuous	13	1	->	2	3	3	0.0065	True	2.101584	0.899	0.019974
2025-08-07 07:22:37.384	continuous	14	2	->		3	3	0.0040	True	2.132293	0.899	0.019972
2025-08-07 07:22:37.385	continuous	15	2	->		3	3	0.0048	True	2.093676	0.899	0.019970
2025-08-07 07:22:37.385	continuous	16	1	->		2	3	0.0065	True	2.302707	0.899	0.019968
2025-08-07 07:22:37.385	continuous	17	1	->		2	3	0.0070	True	2.244567	0.898	0.019966
2025-08-07 07:22:37.385	continuous	18	1	->		2	3	0.0076	True	2.187273	0.898	0.019964
2025-08-07 07:22:37.385	continuous	19	1	->	2	3	3	0.0116	True	1.999215	0.898	0.019962
2025-08-07 07:22:37.386	continuous	20	2	->		3	3	0.0072	True	2.037849	0.898	0.019960
2025-08-07 07:22:37.386	continuous	21	1	->		2	3	0.0104	True	2.147025	0.898	0.019958
2025-08-07 07:22:37.386	continuous	22	1	->		2	3	0.0114	True	2.090279	0.898	0.019956
2025-08-07 07:22:37.386	continuous	23	2	->		3	3	0.0091	True	2.009728	0.898	0.019954
2025-08-07 07:22:37.386	continuous	24	1	->		2	3	0.0136	True	2.039989	0.898	0.019952
2025-08-07 07:22:37.386	continuous	25	2	->		3	3	0.0109	True	1.974437	0.898	0.019950
2025-08-07 07:22:37.387	continuous	26	2	->		3	3	0.0124	True	1.933301	0.898	0.019948
2025-08-07 07:22:37.387	continuous	27	1	->		2	3	0.0172	True	1.993988	0.898	0.019946
2025-08-07 07:22:37.387	continuous	28	1	->	2	3	3	0.0246	True	1.832586	0.897	0.019944
2025-08-07 07:22:37.387	continuous	29	1	->		2	3	0.0209	True	1.947971	0.897	0.019942
2025-08-07 07:22:37.387	continuous	30	2	->		3	3	0.0169	True	1.865815	0.897	0.019940
2025-08-07 07:22:37.388	continuous	31	1	->		2	3	0.0244	True	1.895892	0.897	0.019938
2025-08-07 07:22:37.388	continuous	32	1	->		2	2	0.0267	True	1.837069	0.897	0.019936
2025-08-07 07:22:37.388	continuous	33	2	->		3	3	0.0206	True	1.835473	0.897	0.019934
2025-08-07 07:22:37.388	continuous	34	1	->	2	3	3	0.0390	True	1.723387	0.897	0.019932
