timestamp	phase	step	addend1	operator	addend2	target	predicted	confidence	used_finger_counting	loss	confidence_criterion	learning_rate	finger_phase
2025-09-11 08:55:41.981	finger_counting	0	1	->		2	10	0.000001	True	2.488776	0.900000	0.003000	
2025-09-11 08:55:41.981	finger_counting	1	2	->		3	3	0.000001	True	2.482151	0.900000	0.003000	
2025-09-11 08:55:41.981	finger_counting	2	1	->		2	10	0.000001	True	2.488674	0.900000	0.003000	
2025-09-11 08:55:41.982	finger_counting	3	2	->		3	3	0.000001	True	2.482087	0.900000	0.003000	
2025-09-11 08:55:41.982	finger_counting	4	1	->		2	10	0.000001	True	2.488571	0.900000	0.003000	
2025-09-11 08:55:41.982	finger_counting	5	2	->		3	3	0.000001	True	2.482023	0.900000	0.003000	
2025-09-11 08:55:41.982	finger_counting	6	3	->		4	8	0.000001	True	2.486387	0.900000	0.003000	
2025-09-11 08:55:41.982	finger_counting	7	1	->		2	10	0.000001	True	2.488485	0.900000	0.003000	
2025-09-11 08:55:41.983	finger_counting	8	2	->		3	3	0.000001	True	2.481967	0.900000	0.003000	
2025-09-11 08:55:41.983	finger_counting	9	3	->		4	8	0.000001	True	2.486277	0.900000	0.003000	
2025-09-11 08:55:41.983	finger_counting	10	1	->		2	10	0.000001	True	2.488399	0.900000	0.003000	
2025-09-11 08:55:41.983	finger_counting	11	2	->		3	3	0.000001	True	2.481912	0.900000	0.003000	
2025-09-11 08:55:41.984	finger_counting	12	3	->		4	8	0.000001	True	2.486168	0.900000	0.003000	
2025-09-11 08:55:41.984	finger_counting	13	4	->		5	8	0.000001	True	2.481919	0.900000	0.003000	
2025-09-11 08:55:41.984	finger_counting	14	1	->		2	10	0.000001	True	2.488324	0.900000	0.003000	
2025-09-11 08:55:41.984	finger_counting	15	2	->		3	3	0.000001	True	2.481849	0.900000	0.003000	
2025-09-11 08:55:41.984	finger_counting	16	3	->		4	8	0.000001	True	2.486096	0.900000	0.003000	
2025-09-11 08:55:41.985	finger_counting	17	4	->		5	8	0.000001	True	2.481862	0.900000	0.003000	
2025-09-11 08:55:41.985	finger_counting	18	1	->		2	10	0.000001	True	2.488252	0.900000	0.003000	
2025-09-11 08:55:41.985	finger_counting	19	2	->		3	3	0.000001	True	2.481789	0.900000	0.003000	
2025-09-11 08:55:41.985	finger_counting	20	3	->		4	8	0.000001	True	2.486024	0.900000	0.003000	
2025-09-11 08:55:41.985	finger_counting	21	4	->		5	8	0.000001	True	2.481805	0.900000	0.003000	
2025-09-11 08:55:41.986	finger_counting	22	1	->		2	10	0.000001	True	2.488178	0.900000	0.003000	
2025-09-11 08:55:41.986	finger_counting	23	2	->		3	3	0.000001	True	2.481726	0.900000	0.003000	
2025-09-11 08:55:41.986	finger_counting	24	3	->		4	8	0.000001	True	2.485960	0.900000	0.003000	
2025-09-11 08:55:41.986	finger_counting	25	4	->		5	8	0.000001	True	2.481748	0.900000	0.003000	
2025-09-11 08:55:41.987	finger_counting	26	1	->		2	10	0.000001	True	2.488105	0.900000	0.003000	
2025-09-11 08:55:41.987	finger_counting	27	2	->		3	3	0.000001	True	2.481666	0.900000	0.003000	
2025-09-11 08:55:41.987	finger_counting	28	3	->		4	8	0.000000	True	2.485909	0.900000	0.003000	
2025-09-11 08:55:41.987	finger_counting	29	4	->		5	8	0.000001	True	2.481691	0.900000	0.003000	
2025-09-11 08:55:41.987	finger_counting	30	1	->		2	10	0.000001	True	2.488032	0.900000	0.003000	
2025-09-11 08:55:41.988	finger_counting	31	2	->		3	3	0.000001	True	2.481608	0.900000	0.003000	
2025-09-11 08:55:41.988	finger_counting	32	3	->		4	8	0.000000	True	2.485857	0.900000	0.003000	
2025-09-11 08:55:41.988	finger_counting	33	4	->		5	8	0.000001	True	2.481633	0.900000	0.003000	
2025-09-11 08:55:41.988	continuous	34	2	->		3	3	0.000001	False	2.481534	0.900000	0.003000	
2025-09-11 08:55:41.988	continuous	35	2	->		3	3	0.000001	False	2.481455	0.899910	0.003000	
2025-09-11 08:55:41.989	continuous	36	1	->	2	3	10	0.000001	False	2.486501	0.899820	0.002999	
2025-09-11 08:55:41.989	continuous	37	1	->	2	3	10	0.000001	False	2.486389	0.899730	0.002999	
2025-09-11 08:55:41.989	continuous	38	1	->	2	3	10	0.000001	False	2.486278	0.899640	0.002999	
2025-09-11 08:55:41.989	continuous	39	1	->	2	3	10	0.000001	False	2.486166	0.899550	0.002999	
