timestamp	phase	step	addend1	operator	addend2	target	predicted	confidence	used_finger_counting	loss	confidence_criterion	learning_rate	finger_phase	softmax_probs
2025-09-16 20:31:37.473	continuous	34	1	->	2	3	10	0.000001	False	2.486709	0.900000	0.005000		[0.08352506030637193, 0.08315204844496228, 0.08318331309580577, 0.08341469049682707, 0.08353202864579919, 0.08332142703322151, 0.08337446868647924, 0.08321471632750112, 0.08322896329340412, 0.0837959793318114, 0.08311559623620754, 0.08314170810152502]
2025-09-16 20:31:37.473	continuous	35	1	->		2	10	0.000001	False	2.487455	0.899910	0.005000		[0.08348949001534778, 0.08312126978838472, 0.0834678412555966, 0.08314804813615757, 0.08363933830369413, 0.0831347906085688, 0.08331139675996822, 0.08316314068336804, 0.08336716738542439, 0.08369189301536349, 0.08318354268930153, 0.08328208135874114]
2025-09-16 20:31:37.473	continuous	36	1	->	2	3	10	0.000001	False	2.486590	0.899820	0.004999		[0.08351792700839167, 0.08316100137009036, 0.08319320099939417, 0.08340829943983741, 0.083529708104866, 0.08331707626365567, 0.0833756702271151, 0.08321393221441997, 0.08323358699352433, 0.08379692095448814, 0.08311172159744211, 0.08314095482669129]
2025-09-16 20:31:37.473	continuous	37	1	->	2	3	10	0.000001	False	2.486403	0.899730	0.004999		[0.0835175357831523, 0.08315418568996559, 0.08320869667713661, 0.08340520567660531, 0.08352786766260377, 0.08330444808618172, 0.08336728816546045, 0.08320998861521764, 0.0832427980184925, 0.08379742784503587, 0.08311444201734164, 0.08315011576272277]
2025-09-16 20:31:37.473	continuous	38	2	->		3	3	0.000001	False	2.480948	0.899640	0.004998		[0.0833888545153938, 0.08317964561490443, 0.0836639152887113, 0.0829183542286028, 0.08353470866593073, 0.08318284416302692, 0.08320119399648139, 0.08351497744766559, 0.08347750984172926, 0.08330642367345015, 0.0831219055858662, 0.08350966697815375]
2025-09-16 20:31:37.474	continuous	39	2	->		3	3	0.000001	False	2.480815	0.899550	0.004998		[0.08338878936742622, 0.0831771520681729, 0.08367499777069388, 0.08291175551656682, 0.08353682670693212, 0.08317655337103083, 0.08319605941212774, 0.08351116488725048, 0.08348299584067505, 0.0833069965707111, 0.08312217110989945, 0.08351453737842968]
2025-09-16 20:31:37.474	continuous	40	1	->	2	3	10	0.000001	False	2.486094	0.899460	0.004997		[0.0835167834154239, 0.08314399038927671, 0.08323448556534833, 0.08339961190014239, 0.0835251380056606, 0.08328501649488469, 0.0833513428602579, 0.0832020447587695, 0.08325815598797831, 0.08379939652698556, 0.08311870731075517, 0.08316532678443316]
2025-09-16 20:31:37.474	continuous	41	1	->	2	3	10	0.000001	False	2.485907	0.899370	0.004997		[0.08351639665058115, 0.0831371674700492, 0.08324999894236489, 0.08339650500117798, 0.08352330774979275, 0.08327239031511692, 0.08334296822892959, 0.08319810338703741, 0.08326736301590959, 0.08379991306875316, 0.08312140720548997, 0.08317447896471354]
2025-09-16 20:31:37.474	continuous	42	1	->	2	3	10	0.000001	False	2.485721	0.899280	0.004996		[0.08351601190065287, 0.08313034293955215, 0.08326551355853987, 0.08339339553290517, 0.08352148122589241, 0.08325976648688563, 0.08333459786819643, 0.08319416195078698, 0.08327656736229401, 0.08380043411933241, 0.083124100466142, 0.08318362658873624]
2025-09-16 20:31:37.474	continuous	43	2	->		3	3	0.000001	False	2.480496	0.899190	0.004996		[0.0833882918254701, 0.08316951217801828, 0.08370166583749307, 0.08290096654237558, 0.08353800922079538, 0.08316004231297798, 0.08317935656442091, 0.08350106763995219, 0.0834977454365716, 0.08330968721269097, 0.0831248786623767, 0.08352877656677374]
2025-09-16 20:31:37.475	continuous	44	1	->	2	3	10	0.000001	False	2.485472	0.899100	0.004995		[0.08351544900881917, 0.08312181886661676, 0.0832862080067436, 0.08338902473037338, 0.08351921661135078, 0.08324373661163975, 0.08332245007481628, 0.08318821977345055, 0.08328884152758485, 0.08380169153098047, 0.0831275509503469, 0.08319579230719368]
2025-09-16 20:31:37.475	continuous	45	2	->		3	3	0.000001	False	2.480301	0.899010	0.004995		[0.08338808591214945, 0.08316528432714061, 0.0837180103775309, 0.08289294815883907, 0.08353982767320772, 0.08315033144707853, 0.08317036224804418, 0.08349515895975876, 0.08350631699694719, 0.08331097438133304, 0.08312593431197167, 0.08353676520591514]
2025-09-16 20:31:37.475	continuous	46	2	->		3	3	0.000002	False	2.480168	0.898921	0.004994		[0.0833880229765857, 0.08316276964111055, 0.08372917185400931, 0.08288632244478372, 0.08354195790497274, 0.0831440242862161, 0.08316521602390936, 0.0834913440646679, 0.08351180424365745, 0.08331155409439116, 0.08312617612561506, 0.08354163633999726]
2025-09-16 20:31:37.475	continuous	47	1	->	2	3	10	0.000001	False	2.485161	0.898831	0.004994		[0.08351470823664188, 0.08311158301451253, 0.08331213400040967, 0.08338337554759889, 0.08351651855257193, 0.08322429069725414, 0.08330652180094669, 0.08318027734485413, 0.08330418647566074, 0.08380368702395828, 0.08313174275233387, 0.08321097455317351]
2025-09-16 20:31:37.475	continuous	48	2	->		3	3	0.000002	False	2.479972	0.898741	0.004993		[0.08338781649021261, 0.08315852571512419, 0.08374558921109874, 0.08287827964368145, 0.08354378342261573, 0.08313429912028918, 0.08315621152547939, 0.08348543471587044, 0.08352037853951426, 0.08331284124686811, 0.08312721339425314, 0.08354962697490899]
2025-09-16 20:31:37.476	continuous	49	1	->	2	3	10	0.000001	False	2.484912	0.898651	0.004993		[0.08351414901784435, 0.08310303587935128, 0.08333291458080383, 0.08337897252827665, 0.08351426699894135, 0.08320824738736345, 0.08329437358055722, 0.08317433519176784, 0.08331646014172764, 0.08380495504506673, 0.08313515697170376, 0.08322313267651213]
2025-09-16 20:31:37.476	continuous	50	1	->	2	3	10	0.000001	False	2.484725	0.898561	0.004992		[0.08351377114595146, 0.08309618968208075, 0.08334849741365706, 0.08337583289574604, 0.08351245729319356, 0.08319561664553216, 0.08328600859649435, 0.08317039291113497, 0.08332566159712866, 0.08380549388551707, 0.08313780963985021, 0.08323226829363001]
2025-09-16 20:31:37.476	continuous	51	1	->	2	3	10	0.000001	False	2.484538	0.898471	0.004992		[0.08351339484293088, 0.08308934034705076, 0.08336408843716536, 0.08337268997669152, 0.0835106504938929, 0.08318298598126285, 0.083277645927155, 0.08316644947311033, 0.08333486138062485, 0.08380603685231096, 0.08314045580627931, 0.08324140048144155]
2025-09-16 20:31:37.476	continuous	52	1	->	2	3	10	0.000001	False	2.484351	0.898381	0.004991		[0.08351302003919311, 0.08308248763146063, 0.08337968874152638, 0.08336954366063251, 0.08350884647029516, 0.08317035503301218, 0.08326928526957281, 0.08316250470788732, 0.08334405965118155, 0.08380658388302173, 0.0831430954942035, 0.08325052941792922]
2025-09-16 20:31:37.476	continuous	53	1	->	2	3	10	0.000001	False	2.484163	0.898292	0.004991		[0.08351264666511767, 0.08307563129248369, 0.08339529941753504, 0.08336639383692335, 0.08350704509172549, 0.08315772343947829, 0.08326092632102067, 0.08315855844562021, 0.08335325656751395, 0.08380713491529206, 0.08314572872645541, 0.0832596552807503]
2025-09-16 20:31:37.476	continuous	54	1	->	2	3	10	0.000001	False	2.483976	0.898202	0.004990		[0.08351227465104484, 0.08306877108724878, 0.08341092155669437, 0.08336324039473966, 0.08350524622756793, 0.08314509083957415, 0.08325256877899047, 0.08315461051641057, 0.08336245228809279, 0.08380768988682517, 0.08314835552548444, 0.08326877824724314]
2025-09-16 20:31:37.477	continuous	55	2	->		3	3	0.000002	False	2.479487	0.898112	0.004990		[0.08338528835933616, 0.08314970279904921, 0.08378620924898839, 0.0828622109296794, 0.08354419982359097, 0.08311073418189585, 0.08312839352649314, 0.08346952341692263, 0.08354314070237477, 0.08331710150460961, 0.08313168554957183, 0.08357180995740422]
2025-09-16 20:31:37.477	continuous	56	1	->	2	3	10	0.000001	False	2.483737	0.898022	0.004989		[0.08351153941946853, 0.08306127828259155, 0.08343087881803173, 0.08335798217789535, 0.08350356165861307, 0.08313031801644015, 0.08324211892044654, 0.08314976933808599, 0.08337378034707764, 0.08380838592691443, 0.08315075551192462, 0.08327963158242653]
2025-09-16 20:31:37.477	continuous	57	2	->		3	3	0.000002	False	2.479296	0.897932	0.004989		[0.08338443764857333, 0.08314713550934923, 0.0838021892453307, 0.08285316570487104, 0.08354615626021349, 0.08310230908215714, 0.08312027201336457, 0.08346472918409274, 0.08355117265022424, 0.08331801921791368, 0.08313143167590571, 0.08357898180792042]
2025-09-16 20:31:37.477	continuous	58	2	->		3	3	0.000002	False	2.479145	0.897842	0.004988		[0.08338426469148758, 0.0831442314775017, 0.08381489149301145, 0.08284586762971413, 0.08354781533172016, 0.08309512013379036, 0.08311458199089738, 0.08346185211301138, 0.08355751253617434, 0.0833187874911156, 0.08313032027578683, 0.08358475483570525]
2025-09-16 20:31:37.477	continuous	59	1	->		2	10	0.000002	False	2.488431	0.897753	0.004988		[0.08347727658799424, 0.08304018615927426, 0.08368779443995053, 0.08310256913343146, 0.08360360573468502, 0.08297725451092701, 0.08321600885805826, 0.0831381555307917, 0.08348747006388235, 0.08369520760751727, 0.08318978040200242, 0.08338469097140172]
2025-09-16 20:31:37.478	continuous	60	1	->		2	10	0.000002	False	2.488235	0.897663	0.004987		[0.08347050130330735, 0.08305645889740684, 0.08368109852410628, 0.08310002528063434, 0.08360290728779182, 0.08298576010599835, 0.08322682013184884, 0.08314133645126767, 0.08348229050072814, 0.08369582946258435, 0.08318307051443642, 0.08337390153980598]
2025-09-16 20:31:37.478	continuous	61	2	->		3	3	0.000002	False	2.479052	0.897573	0.004987		[0.08337372344823743, 0.08316239674731413, 0.08382268932422751, 0.0828344781330204, 0.08354795404238678, 0.08309426096348453, 0.0831234307217248, 0.08346174634969043, 0.08355941487254881, 0.08332024006311513, 0.0831220624395905, 0.08357760289457568]
2025-09-16 20:31:37.478	continuous	62	1	->		2	10	0.000002	False	2.488068	0.897483	0.004986		[0.08346386270586385, 0.0830702681459292, 0.0836822426067559, 0.08309356296736008, 0.08360226828730166, 0.08299039312387624, 0.08323528253744648, 0.08314567867770346, 0.0834806210014074, 0.08369662905265958, 0.08317345021487986, 0.08336574067873265]
